CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
15-01-0154-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,RUTA 4 12-68 ZONA 5 BARRIO SANTA ELENA,79540830,IRIS QUETZAL� ORDO�EZ TURCIOS,VICTOR GERARDO RODAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0162-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA EL TEMPISQUE,58578688,NELSON JOEL HERNANDEZ HERNANDEZ,KENDY MELANYHA SILVESTRE BOL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0172-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,"2A. CALLE, ZONA 1",54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPAT�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-01-0174-46,15-024,BAJA VERAPAZ,SALAMA,PROGRAMA NACIONAL DE EDUCACI�N ALTERNATIVA -PRONEA-,11 AVENIDA 1-99 ZONA 6,42159922,VIVIAN VERONICA PRERA NOGUERA,VIVIAN VER�NICA PRERA NOGUERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,BAJA VERAPAZ
15-01-0177-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTL�N,"DIAGONAL 4, 1-24, ZONA 2",79400182,IRIS QUETZAL� ORDO�EZ TURCIOS,ELIA N�VEA L�PEZ GARC�A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-01-0178-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4 12-68, ZONA 5, BARRIO SANTA ELENA",79540909,IRIS QUETZAL� ORDO�EZ TURCIOS,ELGI WALTER BOTEO GARC�A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-01-0180-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,"5A. AVENIDA 6-31, ZONA 1",79540849,IRIS QUETZAL� ORDO�EZ TURCIOS,MARIA CONCEPCION MORALES ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS D�AS A LA SEMANA),BAJA VERAPAZ
15-01-0182-46,15-030,BAJA VERAPAZ,SALAMA,CENTRO ESTUDIANTIL MIGUEL �NGEL ASTURIAS,"RUTA 4, ZONA 5, BARRIO SANTA ELENA",56913283,NELSON JOEL HERNANDEZ HERNANDEZ,JORGE EMILIO SOTO L�PEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),BAJA VERAPAZ
15-01-0185-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACI�N EXTRAESCOLAR CEEX DEPARTAMENTAL,"11AVENIDA 1-99, ZONA 6",33595715,VIVIAN VERONICA PRERA NOGUERA,ELDER WILFREDO MENDOZA RODR�GUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-01-0188-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO T�CNICO EXPERIMENTAL DE FORMACI�N INDUSTRIAL POR COOPERATIVA ITEFIC,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS",58122084,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRIA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0190-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA CHIVAC,55930404,NELSON JOEL HERNANDEZ HERNANDEZ,CARLOS ALEJANDRO CR�Z GARC�A,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0191-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA LOS PAXTES,54327647,NELSON JOEL HERNANDEZ HERNANDEZ,WILLIAMS NO� HERN�NDEZ DE LOS SANTOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1274-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE ADMINISTRACION DE EMPRESAS,"5A. AVENIDA 4-74, ZONA 1 BARRIO CENTRO",59444640,NELSON JOEL HERNANDEZ HERNANDEZ,WALTER ORLANDO JU�REZ P�REZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1480-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA -ITEFIC-,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS",58122084,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRIA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1754-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NORMAL DE PRIMARIA BILINGUE INTERCULTURAL ADS. A ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,56169841,IRIS QUETZAL� ORDO�EZ TURCIOS,RODOLFO COJ�N ISMALEJ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1852-46,15-001,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL DE EDUCACION FISICA,"2DA AVENIDA 6-89 ZONA 1, INTERIOR VILLA DEPORTIVA",48521191,IRIS QUETZAL� ORDO�EZ TURCIOS,EVA LISETH REYES GARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1947-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,5AV. 6-31 ZONA 1,37608626,IRIS QUETZAL� ORDO�EZ TURCIOS,MARIA CONCEPCION MORALES ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-2023-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTL�N,"DIAGONAL 4, 1-24 ZONA 2",79400182,IRIS QUETZAL� ORDO�EZ TURCIOS,ELIA N�VEA L�PEZ GARC�A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0023-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN GABRIEL PANTZUJ,59934015,WILSON ESTUARDO CANAHUI JA,MYNOR ESTUARDO BACH�N P�REZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0058-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON SAN JUAN,46782645,WILSON ESTUARDO CANAHUI JA,RUDY ZOEL RODR�GUEZ XITUMUL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0059-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANT�N LA CRUZ,56903927,WILSON ESTUARDO CANAHUI JA,ELDER ROCAEL TISTA CANAHU�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0094-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA SAN FRANCISCO,40407799,WILSON ESTUARDO CANAHUI JA,WALTER OSEAS ORTIZ SIS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0100-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,"CENTRO EDUCATIVO TECNOL�GICO ""EL NAZARENO""",ALDEA SAN GABRIEL PANTZUJ,57521552,WILSON ESTUARDO CANAHUI JA,ERIKA MARISOL IXTECOC RODR�GUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0107-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANT�N LA CRUZ,56903927,WILSON ESTUARDO CANAHUI JA,ELDER ROCAEL TISTA CANAHU�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0111-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,CASER�O CHUPEL,57831873,WILSON ESTUARDO CANAHUI JA,SATURNINO CELEDONIO IXTECOC CUQUEJ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0117-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0119-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0122-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,CENTRO EDUCATIVO TECNOL�GICO EL NAZARENO,ALDEA SAN GABRIEL PANTZUJ,41078285,WILSON ESTUARDO CANAHUI JA,ERIKA MARISOL IXTECOC RODR�GUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0125-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHICHOL�N,46748901,WILSON ESTUARDO CANAHUI JA,WILLIAM ESTUARDO AVILA CORDOVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0126-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN RAFAEL,32053375,WILSON ESTUARDO CANAHUI JA,REYNA AMALIA ROJAS GALIEGO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0129-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL PROGRESO,58592232,WILSON ESTUARDO CANAHUI JA,NORMA ELIZABETH MATIAS IXTECOC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0131-46,15-024,BAJA VERAPAZ,SAN MIGUEL CHICAJ,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,CANT�N SAN JUAN,54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPAT�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-02-0135-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANT�N LA CRUZ,56903927,WILSON ESTUARDO CANAHUI JA,ELDER ROCAEL TISTA CANAHU�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-02-0138-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL PANTZUJ,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-03-0046-46,15-031,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. CALLE Y 4A. AVENIDA ZONA 3 FRENTE AL CAMPO DE AVIACI�N,47050351,EDGAR OVIDIO SIC XITUMUL,ODILIA MIRTALA G�MEZ JU�REZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0059-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,79388037,EDGAR OVIDIO SIC XITUMUL,ARABELA CONSUELO IXPAT� AJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0070-46,15-031,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO COMUNITARIO BILINGUE INTERCULTURAL NUEVA ESPERANZA RIO NEGRO,"CASER�O CORROLABAJ, ALDEA CHITICOY",79388218,EDGAR OVIDIO SIC XITUMUL,R�MULO ESTUARDO HERN�NDEZ HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0076-46,15-031,BAJA VERAPAZ,RABINAL,ENBI OXLAJUJ NO�OJ,ALDEA PACHALUM,55322450,EDGAR OVIDIO SIC XITUMUL,MANUEL RODRIGO ALVA XITUMUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0085-46,15-031,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA CONCUL,56376500,EDGAR OVIDIO SIC XITUMUL,FREDY OTONIEL RAYMUNDO RODRIGUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0092-46,15-031,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,"CASER�O PLAN DE SANCHEZ, ALDEA RAXJUT",58441519,EDGAR OVIDIO SIC XITUMUL,WILSON FRANKYN TOJ P�REZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0141-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO VIDA NUEVA,"4TA. AVENIDA 1-83, ZONA 2",47406365,EDGAR OVIDIO SIC XITUMUL,EMILIA MARLENY GONZALEZ TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-03-0143-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO INTEGRAL NUEVA GENERACI�N,"1A. CALLE 7-17, ZONA 2",79388194,EDGAR OVIDIO SIC XITUMUL,GERMAN RAXCAC� G�MEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-03-0145-46,15-031,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO ESTUDIANTIL CON ORIENTACI�N EN COMPUTACI�N,"3A. CALLE 5-41, ZONA 2",47477455,EDGAR OVIDIO SIC XITUMUL,F�LIX ISMALEJ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
15-03-0778-46,15-031,BAJA VERAPAZ,RABINAL,CENTRO CULTURAL DE AMERICA,3 CALLE 2-87 ZONA 2,79388718,EDGAR OVIDIO SIC XITUMUL,FABIO RAXCACO ISMALEJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1888-46,15-031,BAJA VERAPAZ,RABINAL,CENTRO CULTURAL DE AMERICA,3ERA. CALLE 2-87 ZONA 2,79388718,EDGAR OVIDIO SIC XITUMUL,FABIO RAXCACO ISMALEJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1963-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO MIXTO ZAMANEB,2DA. CALLE 2-15 ZONA 1,79388962,EDGAR OVIDIO SIC XITUMUL,OSCAR ARMANDO GUZM�N MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-2050-46,15-031,BAJA VERAPAZ,RABINAL,ESCUELA NORMAL BILING�E INTERCULTURAL OXLAJUJ NO�OJ,ALDEA PACHALUM,36596040,EDGAR OVIDIO SIC XITUMUL,MANUEL RODRIGO ALVA XITUMUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-03-2052-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO MIXTO ZAMANEB,2DA. CALLE 2-15 ZONA 1,79388962,EDGAR OVIDIO SIC XITUMUL,JORGE RONALDO OLIVA GARC�A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-03-2150-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO INTEGRAL NUEVA GENERACION,1A. CALLE 7-17 ZONA 2,79388194,EDGAR OVIDIO SIC XITUMUL,GERMAN RAXCAC� G�MEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-04-0089-46,15-029,BAJA VERAPAZ,CUBULCO,CENTRO EDUCATIVO NUEVA ESPERANZA,BARRIO MAGDALENA,79545457,HUGO MAURICIO MORALES MORALES,JUAN QUIL� SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-04-0100-46,15-029,BAJA VERAPAZ,CUBULCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASER�O CHIRUJ,58012060,HUGO MAURICIO MORALES MORALES,GASPAR ENRIQUE DE LA CRUZ PRIMERO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-04-0223-46,15-029,BAJA VERAPAZ,CUBULCO,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA PACHOJOP,50624654,HUGO MAURICIO MORALES MORALES,EL�AS CAMAJ� CEBALLOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-04-0248-46,15-024,BAJA VERAPAZ,CUBULCO,CENTRO DE EDUCACI�N EXTRAESCOLAR -CEEX-,CASER�O CHIRUJ,54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPAT�,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-04-0252-46,15-029,BAJA VERAPAZ,CUBULCO,CENTRO EDUCATIVO NUEVA ESPERANZA,BARRIO MAGDALENA,79545457,HUGO MAURICIO MORALES MORALES,JUAN QUIL� SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS D�AS A LA SEMANA),BAJA VERAPAZ
15-04-0257-46,15-029,BAJA VERAPAZ,CUBULCO,CENTRO EDUCATIVO DIEGO PRIMERO ALONZO CEDPA,BARRIO MAGDALENA,50344461,HUGO MAURICIO MORALES MORALES,ABELINO PRIMERO CAMAJ�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D�A A LA SEMANA),BAJA VERAPAZ
